"Cluster","Host","HostNumCPU","HostMemUsage","HostMemTotal","Name","OSName","Power","MemoryGB","NumCPU","NumDisks","DisksGB"
"DC2 Cluster","wfwdc2vm03.wfw.com","20","154","256","WFWDC2SPW02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","2","98"
"DC2 Cluster","wfwdc2vm06.wfw.com","20","163","256","WFWDC2SPWEB01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","4","260"
"DC2 Cluster","wfwdc2vm06.wfw.com","20","163","256","WFWDC2SPWEB02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","4","260"
"DC2 Cluster","wfwdc2vm07.wfw.com","20","151","256","WFWDC2SPWFM01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC2 Cluster","wfwdc2vm04.wfw.com","20","148","256","WFWDC2SPWFM02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC2 Cluster","wfwdc2vm07.wfw.com","20","151","256","WFWDC2SPWFM03","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC2 Cluster","wfwdc2vm04.wfw.com","20","148","256","WFWDC2SQL02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","20","4","4","617.011472702026"
"DC2 Cluster","wfwdc2vm10.wfw.com","20","160","256","WFWDC2SQL03","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","5","658"
"DC2 Cluster","wfwdc2vm07.wfw.com","20","151","256","WFWDC2SQLEXPR01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC2 Cluster","wfwdc2vm05.wfw.com","20","169","256","WFWDC2SQLUAT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","4","269"
"DC2 Cluster","wfwdc2vm05.wfw.com","20","169","256","WFWDC2TEST01","Microsoft Windows Server 2012 (64-bit)","PoweredOff","4","2","2","55"
"DC2 Cluster","wfwdc2vm03.wfw.com","20","154","256","WFWDC2TPDSK01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","15.203125","4","3","85"
"DC2 Cluster","wfwdc2vm05.wfw.com","20","169","256","WFWDC2TRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","100"
"DC2 Cluster","wfwdc2vm04.wfw.com","20","148","256","WFWDC2UAG01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","50"
"DC2 Cluster","wfwdc2vm06.wfw.com","20","163","256","WFWDC2USXMGM01","Ubuntu Linux (64-bit)","PoweredOn","7","2","4","43"
"DC2 Cluster","wfwdc2vm04.wfw.com","20","148","256","WFWDC2VPN01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","2","45"
"DC2 Cluster","wfwdc2vm06.wfw.com","20","163","256","WFWDC2VRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","24","6","3","255"
"DC2 Cluster","wfwdc2vm10.wfw.com","20","160","256","WFWDC2WCS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"DC2 Cluster","wfwdc2vm03.wfw.com","20","154","256","WFWDC2WCS02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","NEW XD TEMPLATE","Microsoft Windows 8 (64-bit)","PoweredOff","4","4","1","5"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2CTX2012_Citrix_Template","Microsoft Windows Server 2012 (64-bit)","PoweredOff","24","4","1","25"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2CTX81_Citrix_Template","Microsoft Windows 8 (64-bit)","PoweredOff","4","4","1","7"
"DC2 VDI Cluster","wfwdc2vm09.wfw.com","20","47","256","WFWDC2PH2","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","2","1","80"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2PH5","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","2","2","160"
"DC2 VDI Cluster","wfwdc2vm09.wfw.com","20","47","256","WFWDC2PVS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","32","2","4","595"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2PVS02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","32","2","4","595"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2SH_Template_USX01","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","25"
"DC2 VDI Cluster","wfwdc2vm09.wfw.com","20","47","256","WFWDC2SH_Template_USX02","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","25"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2SHMASTER","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","1","25"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2USX01","Ubuntu Linux (64-bit)","PoweredOn","54","4","2","210"
"DC2 VDI Cluster","wfwdc2vm09.wfw.com","20","47","256","WFWDC2USX02","Ubuntu Linux (64-bit)","PoweredOn","54","4","2","210"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2VC01","Other 3.x or later Linux (64-bit)","PoweredOn","16","4","12","269.787109375"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2VCHA01","Other 3.x or later Linux (64-bit)","PoweredOn","16","4","12","269.7529296875"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2XD_Template_USX01","Microsoft Windows 8 (64-bit)","PoweredOff","4","2","1","5"
"DC2 VDI Cluster","wfwdc2vm09.wfw.com","20","47","256","WFWDC2XD_Template_USX02","Microsoft Windows 8 (64-bit)","PoweredOff","4","2","1","5"
"DC2 VDI Cluster","wfwdc2vm08.wfw.com","20","86","256","WFWDC2XDMASTER","Microsoft Windows 8 (64-bit)","PoweredOff","4","2","1","5"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","KEMPTEST","Other 2.6.x Linux (64-bit)","PoweredOn","2","2","1","16"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC2QU01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","12","4","2","45"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3APP01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","85"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3BB01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","86"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3BB02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","65"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC3BES01_NEW","Microsoft Windows Server 2012 (64-bit)","PoweredOn","20","2","2","100"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3BES01_off","Microsoft Windows Server 2012 (64-bit)","PoweredOff","12","2","2","65"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3BESPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","2","2","65"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3BH01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3BHGW01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC3CLUOCM01","Other 2.6.x Linux (64-bit)","PoweredOn","12","4","4","152"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3DA01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3DA02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3DAVPN01_OFF","Microsoft Windows Server 2012 (64-bit)","PoweredOff","8","2","1","40"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3DAVPN02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","3","1","40"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3DC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","45"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3DC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3DIRECT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3DIRECT02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3DMIDOL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3DMIDOL02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3DMS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","55"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3DMS02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","55"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3DMSWCS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3DMSWCS02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3DMSWCS03","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","70"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3EDGE01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","85"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC3EXCH01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","48","6","26","13931.7227649689"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3EXCH02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","48","6","25","13471.6525745392"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3HTTPD01_OFF (AP Web Server)","CentOS 4/5 or later (64-bit)","PoweredOff","2","2","1","50"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3KEMPLB01","Other 2.6.x Linux (64-bit)","PoweredOn","2","2","1","16"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3KEMPLB02","Other 2.6.x Linux (64-bit)","PoweredOn","2","2","1","16"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC3KEMPRP01","Other 2.6.x Linux (64-bit)","PoweredOn","2","2","1","16"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3LYNC01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","105"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3LYNC01_OLD_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","3","65"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3NE01","Other Linux (64-bit)","PoweredOn","1","1","1","40"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3NS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","56"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3NS02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","56"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3OWA01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","69"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3PIPE01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","84"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3PRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","90"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3RAS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","1","40"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3SHARF01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3SHARF02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3SME01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","105"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3SQL01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","3","106"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3SQL02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","5","258"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3SQL03","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","5","258"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3SQLEXPR01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC3TRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3UAG02_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","1","2","50"
"DC3 Cluster","wfwdc3vm04.wfw.com","20","77","256","WFWDC3UAG03","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","50"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3UDMBR01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","105"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3USXMGM01","Ubuntu Linux (64-bit)","PoweredOn","7","2","4","43"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWDC3VPN01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","WFWDC3VRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","205"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3WCS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","3","95"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWDC3WCS02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","2","45"
"DC3 Cluster","wfwdc3vm06.wfw.com","20","104","256","WFWDC3WEB01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","45"
"DC3 Cluster","wfwdc3vm03.wfw.com","20","74","256","WFWLODC1QU1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","3","85"
"DC3 Cluster","wfwdc3vm10.wfw.com","20","85","256","WFWLODC1QU2","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","6","4","3","65"
"DC3 Cluster","wfwdc3vm05.wfw.com","20","92","256","Win2008_R2_x64_SE","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","2","45"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3DDC01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3DDC02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3NETS01","Oracle Solaris 10 (64-bit)","PoweredOn","4","2","1","20"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3NETS02","Oracle Solaris 10 (64-bit)","PoweredOn","4","2","1","20"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3PH1","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","1","1","80"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3PH2","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","1","1","80"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3PH5","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","16","6","2","160"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3PH8","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","2","1","160"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3PSC01","Other 3.x or later Linux (64-bit)","PoweredOn","4","2","12","53.8115234375"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3PSC02","Other 3.x or later Linux (64-bit)","PoweredOn","4","2","12","53.8115234375"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3PVS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","32","2","4","595"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3PVS02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","32","2","4","605"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SF01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3SF02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SH07","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SH08","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SH09","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3SH10","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SH11","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3SH12","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SHMAST01","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","25"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3SRSTMAN7","Other (32-bit)","PoweredOn","2","1","2","181"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3USX01","Ubuntu Linux (64-bit)","PoweredOn","54","4","2","210"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3USX02","Ubuntu Linux (64-bit)","PoweredOn","54","4","2","210"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3VC01","Other 3.x or later Linux (64-bit)","PoweredOff","16","4","12","269.787109375"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3VCHA01","Other 3.x or later Linux (64-bit)","PoweredOn","16","4","12","269.7529296875"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3VCHA01-peer","Other 3.x or later Linux (64-bit)","PoweredOn","16","4","12","269.7529296875"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3VCHA01-witness","Other 3.x or later Linux (64-bit)","PoweredOn","1","1","12","269.7529296875"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3VUM01","Microsoft Windows Server 2012 (64-bit)","PoweredOff","4","2","2","55"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD_Template_USX01","Microsoft Windows 8 (64-bit)","PoweredOff","4","4","1","7"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD_Template_USX02","Microsoft Windows 8 (64-bit)","PoweredOff","4","4","1","7"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD01","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3XD02","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD03","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3XD04","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD05","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3XD06","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD07","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3XD08","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm08.wfw.com","20","83","256","WFWDC3XD09","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"DC3 VDI Cluster","wfwdc3vm09.wfw.com","20","77","256","WFWDC3XD10","Microsoft Windows Server 2012 (64-bit)","PoweredOff","16","4","1","6"
"Frankfurt Cluster","wfwfrvm02.wfw.com","16","34","512","Frankfurt-CLU1","FreeBSD (64-bit)","PoweredOn","8","2","6","4157.53906059265"
"Frankfurt Cluster","wfwfrvm03.wfw.com","16","30","512","Frankfurt-CLU2","FreeBSD (64-bit)","PoweredOn","8","2","6","4157.53906059265"
"Frankfurt Cluster","wfwfrvm02.wfw.com","16","34","512","WFWFRAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","4","295"
"Frankfurt Cluster","wfwfrvm02.wfw.com","16","34","512","WFWFRDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","45"
"Frankfurt Cluster","wfwfrvm02.wfw.com","16","34","512","WFWFRONTAPV01","Other 2.6.x Linux (64-bit)","PoweredOn","1","1","1","8"
"Frankfurt Cluster","wfwfrvm03.wfw.com","16","30","512","WFWFRONTAPV02","Other 2.6.x Linux (64-bit)","PoweredOn","1","1","1","8"
"Frankfurt Cluster","wfwfrvm02.wfw.com","16","34","512","WFWFRPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","110"
"Frankfurt Cluster","wfwfrvm03.wfw.com","16","30","512","WFWFRTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","110"
"Frankfurt Cluster","wfwfrvm03.wfw.com","16","30","512","WFWFRVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","310"
"Greece Cluster","wfwgrvm03.wfw.com","16","43","512","WFWGRACT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","2","3","115"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","3","155"
"Greece Cluster","wfwgrvm03.wfw.com","16","43","512","WFWGRAPP02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","215"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","55"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRDD1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","2","2","3","31"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRECOPY01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","65"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRFS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","765"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRNE1 - Leave Off","Red Hat Enterprise Linux 5 (64-bit)","PoweredOff","1","1","1","40"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","105"
"Greece Cluster","wfwgrvm03.wfw.com","16","43","512","WFWGRPS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRRD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","55"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRTEST01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","45"
"Greece Cluster","wfwgrvm03.wfw.com","16","43","512","WFWGRTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","105"
"Greece Cluster","wfwgrvm04.wfw.com","16","43","512","WFWGRVFI01 - Off","Other 2.6.x Linux (64-bit)","PoweredOff","1","1","1","8"
"Greece Cluster","wfwgrvm03.wfw.com","16","43","512","WFWGRVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","215"
"London Cluster","wfwlovm02.wfw.com","16","203","260","Aerohive HiveOS Virtual Appliance","Other (32-bit)","PoweredOn","0.5","1","1","0.250100135803223"
"London Cluster","wfwlovm03.wfw.com","16","198","260","Cisco PCD","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","2","1","80"
"London Cluster","wfwlovm02.wfw.com","16","203","260","CMS","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","32","8","6","942"
"London Cluster","wfwlovm01.wfw.com","16","208","260","GJMigTest_OFF","Microsoft Windows Server 2012 (64-bit)","PoweredOff","4","2","3","84"
"London Cluster","wfwlovm02.wfw.com","16","203","260","leave off CMS2","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","1","1","1","20"
"London Cluster","wfwlovm02.wfw.com","16","203","260","leave off VMware HealthAnalyzer","Red Hat Enterprise Linux 5 (32-bit)","PoweredOff","0.75","1","1","12"
"London Cluster","wfwlovm02.wfw.com","16","203","260","leave off vSphere Management Assistant (vMA)","Other Linux (64-bit)","PoweredOff","0.5","1","1","5"
